phenotype_id,entity_id,entity_type,entity_name,experiment_id,trait_id,phenotype_value,phenotype_date,plate_id,phenotype_person_id,scoring_order,notes,changed,technical_rep,biological_rep,trait_id_buckler
556761,St138x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556762,St139x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556763,St140x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556764,St141x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556765,St142x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556766,St143x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556767,St144x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556768,St145x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556769,St146x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556770,St147x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556771,St148x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556772,St149x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556773,St150x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556774,St151x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556775,St152x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556776,St153x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556777,St154x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556778,St155x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556779,St156x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556780,St157x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556781,St158x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556782,St159x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556783,St160x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556784,St161x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556785,St162x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556786,St163x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556787,St164x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556788,St165x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556789,St166x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556790,St167x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556791,St168x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556792,St169x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556793,St170x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556794,St171x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556795,St172x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556796,St173x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556797,St174x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556798,St175x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556799,St176x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556800,St177x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556801,St178x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556802,St179x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556803,St180x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556804,St182x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556805,St183x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556806,St184x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556807,St185x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556808,St186x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556809,St187x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556810,St188x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556811,St189x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556812,St190x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556813,St191x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556814,St192x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556815,St193x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556816,St194x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556817,St195x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556818,St196x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556819,St197x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556820,St198x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556821,St199x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556822,St200x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556823,St201x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556824,St202x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556825,St203x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556826,St204x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556827,St205x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556828,St206x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556829,St207x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556830,St208x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556831,St209x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556832,St210x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556833,St211x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556834,St212x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556835,St213x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556836,St214x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556837,St215x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556838,St216x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556839,St217x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556840,St218x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556841,St219x,pot,,13GS,nlb.rs,R,,,8,,based on 2 pots,,,,
556842,St220x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
556843,St221x,pot,,13GS,nlb.rs,S,,,8,,based on 2 pots,,,,
