1,"(70, 1, 'No Experiment', 'No Experiment', 'No Experiment', 'No Experiment')"
2,"(2, 2, '00CC', '1/1/1900', 'Various seed sources from Chia-Lin that did not have seed_id', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: These seed packages do are not labeled by seed_id but by seed_name')"
28,"(2, 4, '08CN', '5/23/2008', '2008 Chia-Lin Chung NLB trial', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
29,"(2, 4, '08CP', '5/23/2008', ""2008 Chia-Lin Chung Stewart's wilt trial"", 'Tissue Collection: y || Inoculations: 1 || Pathogen: PsNY003 || Notes: NULL')"
30,"(2, 3, '08CS', '4/22/2008', '2008 Chia-Lin Chung SLB trial', 'Tissue Collection: y || Inoculations: 1 || Pathogen: Cochliobolus heterosrophus race 0 (isolate 2-16Bm) || Notes: NULL')"
31,"(2, 4, '08CU', '5/23/2008', '2008 Chia-Lin Chung smut trial (a few late flowering lines were inoculated on 29-Aug-08)', 'Tissue Collection: y || Inoculations: 3 || Pathogen: ""UmNY001, UmNY002, UmNY003, UmNY004, UmNY008, UmNY009"" || Notes: NULL')"
32,"(70, 5, '08FL', '11/17/2008', '2008 Flordia Nursery', 'Tissue Collection: y || Inoculations: 0 || Pathogen: NULL || Notes: NULL')"
33,"(70, 8, '08GC', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
34,"(2, 9, '08GC05', '4/28/2008', '2008 Chia-Lin Chung fine-mapping for qEt8.06', 'Tissue Collection: y || Inoculations: 2 || Pathogen: EtNY001 || Notes: NULL')"
35,"(2, 9, '08GC08', '8/28/2008', '2008 Chia-Lin Chung NLB race specificity trial', 'Tissue Collection: NULL || Inoculations: 1 || Pathogen: ""EtNY001, Et10a, Et86A, Et28A. Et1001A"" || Notes: NULL')"
36,"(2, 9, '08GC12', '12/19/2008', '2008 Chia-Lin Chung screening recombinants for qEt8.06', 'Tissue Collection: y || Inoculations: 0 || Pathogen: NULL || Notes: NULL')"
37,"(70, 2, '08JD', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
38,"(70, 4, '08K', '5/14/2008', '2008 NAM trial', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
39,"(3, 3, '08NC', '4/22/2008', '2008 SLB trial Jesse', 'Tissue Collection: y || Inoculations: 1 || Pathogen: Cochliobolus heterosrophus race 0 (isolate 2-16Bm) || Notes: NULL')"
40,"(70, 4, '08PF', '5/16/2008', '2008 B73/32-24 F2:3 NLB trial', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
41,"(70, 6, '08PG', '1/1/1900', '2008 GLS trial', 'Tissue Collection: y || Inoculations: 0 || Pathogen: GLS natural infection || Notes: NULL')"
42,"(70, 4, '08PN', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
43,"(70, 4, '08PS', '6/5/2008', '2008 B73/32-24 F2:3 rust trial', 'Tissue Collection: y || Inoculations: 2 || Pathogen: NULL || Notes: NULL')"
44,"(70, 4, '08PT', '5/14/2008', '2008 Teo trial', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
45,"(12, 4, '08RW', '5/14/2008', '2008 Randy SM trial', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
46,"(8, 4, '08SB', '5/24/2008', '2008 Santiago, founder inbreds', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: NULL')"
47,"(8, 4, '08SC', '5/24/2008', '2008 Santiago, B73xCML322 pop', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: NULL')"
48,"(8, 10, '08SM', '4/24/2008', 'Santiago 2008 Mississippi, B73xCML322 pop, various NILs and inbreds', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: locally labeled as exp 810 & 811, rows 1- 412')"
49,"(8, 4, '08SN', '5/24/2008', '2008 Santiago, Tx303 TBBC3 lines, CML52 HIFs', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: NULL')"
50,"(70, 11, '09AR', '11/12/2009', '2009-2010 Argentina Winter Nursery qEt1.06Tx303fine mapping (to fix recombinants)', 'Tissue Collection: y || Inoculations: 0 || Pathogen: NULL || Notes: NULL')"
51,"(70, 7, '09BB', '5/18/2009', '2009 NAM GLS trial', 'Tissue Collection: y || Inoculations: 0 || Pathogen: NULL || Notes: planting occurred from the 18 to the 21st')"
52,"(70, 7, '09BD', '5/14/2009', '2009 Diversity Panel GLS trial', 'Tissue Collection: y || Inoculations: 0 || Pathogen: NULL || Notes: NULL')"
53,"(70, 4, '09CN1', '5/16/2009', '2009 qEt1.06B73 , qEt6.05Tx303 Nursery', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
54,"(70, 4, '09CN2', '6/5/2009', '2009 qEt8.06DK888 Fine mapping', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
55,"(70, 4, '09CN3', '6/5/2009', '2009 qEt8.06DK888 Allelism test in field', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
56,"(70, 4, '09CP', '6/5/2009', ""2009 Stewart's Wilt Trial for 1.06, 6.05, 8.06"", 'Tissue Collection: y || Inoculations: 1 || Pathogen: NULL || Notes: NULL')"
57,"(70, 4, '09CR', '5/15/2009', '2009 Rust Trial for 1.02, 1.06, 8.06', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NULL || Notes: NULL')"
58,"(70, 2, '09GC', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
59,"(2, 9, '09GC01', '1/23/2009', '2009 Chia-Lin Chung making crosses for allelic test of qEt8.06', 'Tissue Collection: y || Inoculations: 0 || Pathogen: NULL || Notes: NULL')"
60,"(70, 9, '09GC06', '1/1/1900', '2009 qEt8.06DK888 Allelism test in GH', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
61,"(70, 2, '09JH', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
62,"(70, 4, '09K', '5/18/2009', '2009 NAM NLB trial', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: first inoc spore susp., second inoc. Sorghum')"
63,"(70, 3, '09NC', '5/13/2009', '32-24 RIL trial for SLB', 'Tissue Collection: y || Inoculations: 1 || Pathogen: Cochliobolus heterosrophus race 0 (isolate 2-16Bm) || Notes: NULL')"
64,"(3, 7, '09PB', '6/1/2009', '2009 Poland RS GLS trial', 'Tissue Collection: y || Inoculations: 0 || Pathogen: NULL || Notes: NULL')"
65,"(70, 4, '09PF', '5/18/2009', '32-24 RIL trial for NLB', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: first inoc spore susp., second inoc. Sorghum')"
66,"(70, 4, '09PM', '5/18/2009', 'multi-scoring for NLB', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: first inoc spore susp., second inoc. Sorghum')"
67,"(3, 4, '09PN', '5/15/2009', 'Jesse Nursery', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
68,"(70, 2, '09PR', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
69,"(70, 4, '09PS', '6/5/2009', '32-24 RIL trial for common rust / P29 & P30 pop per se', 'Tissue Collection: y || Inoculations: 1 || Pathogen: rust || Notes: 0.5ml @ 3x10^5 for first inoc.; 0.5ml @ 2x10^5 for second inoc.')"
70,"(70, 4, '09PT', '5/15/2009', 'teo introgression lines', 'Tissue Collection: NULL || Inoculations: 1 || Pathogen: EtNY001 || Notes: first inoc spore susp., second inoc. Sorghum')"
71,"(70, 4, '09PX', '6/5/2009', 'multi-scoring for common rust', 'Tissue Collection: NULL || Inoculations: 1 || Pathogen: rust || Notes: 0.5ml @ 3x10^5 for first inoc.; 0.5ml @ 2x10^5 for second inoc.')"
72,"(70, 4, '09SB', '5/19/2010', '2009 Founder Inbreds', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: inoculated in-vitro at different dates')"
73,"(70, 4, '09SC', '5/19/2010', '2009 B73xCML322 RILs', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: inoculated in-vitro at different dates')"
74,"(70, 10, '09SM', '4/27/2010', '2009 Mississippi B73xCML322 RILs, founder inbreds and Tx303 NILs', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: inoculated in silk chanel and side needle at different dates; inbreds and NILs are exp927 and the RILs are exp926')"
75,"(70, 4, '09SN', '5/19/2010', '2009 Tx303 NILs', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: inoculated in-vitro at different dates')"
76,"(70, 4, '09ST', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
77,"(70, 4, '09SX', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
78,"(70, 4, '09TF', '5/15/2009', '1.02 Fine mapping', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
79,"(70, 4, '09TF1', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
80,"(70, 4, '09TF2', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
81,"(70, 3, '09TT', '4/21/2009', '2009 NC teo trial for NLB', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NULL || Notes: NULL')"
82,"(70, 7, '10BB', '7/15/2010', '2010 NAM GLS trial', 'Tissue Collection: y || Inoculations: 0 || Pathogen: NULL || Notes: that planting occurred from the 15th to the 16th')"
83,"(70, 12, '10CH', '11/1/2010', 'R.Nelson lab winter nursery in Chile', 'Tissue Collection: y || Inoculations: 0 || Pathogen: NULL || Notes: Managed by Tuniche Seed Services in Chile; exact planting date unknown, only reported as November 2010')"
84,"(70, 2, '10GT', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
85,"(70, 7, '10JH', '5/15/2010', '2010 HIF GLS trial', 'Tissue Collection: y || Inoculations: 0 || Pathogen: NULL || Notes: NULL')"
86,"(70, 10, '10MA', '4/16/2010', '2010 Mississippi inbreds and NILs experiments', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: Locally experiment 38')"
87,"(70, 10, '10MB', '4/16/2010', '2010 Mississippi RILs of CML322xB73 pop', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: Locally experiment 34')"
88,"(3, 3, '10NC', '1/1/1900', '2010 Jesse RS-RIL SLB trial', 'Tissue Collection: y || Inoculations: 1 || Pathogen: Cochliobolus heterosrophus race 0 (isolate 2-16Bm) || Notes: NULL')"
89,"(10, 4, '10OA', '5/25/2010', 'Oliver NLB', 'Tissue Collection: y || Inoculations: 1 || Pathogen: Gg001 || Notes: NULL')"
90,"(3, 7, '10PB', '1/1/1900', '2010 Jesse RS-RIL GLS trial', 'Tissue Collection: y || Inoculations: 0 || Pathogen: GLS natural || Notes: NULL')"
91,"(3, 4, '10PF', '5/17/2010', '2010 Jesse RS-RIL NLB trial', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
92,"(70, 2, '10PR', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
93,"(3, 4, '10PS', '5/17/2010', '2010 Jesse RS-RIL rust trial', 'Tissue Collection: y || Inoculations: 1 || Pathogen: rust || Notes: NULL')"
94,"(8, 4, '10SH', '5/25/2010', 'Santiago HIFs', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: depending on genotyping will evaluate a few rows')"
95,"(70, 4, '10SN', '5/25/2010', '2010 NILs test', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: for in-vitro inoculation')"
96,"(70, 4, '10ST', '5/25/2010', 'Tx303 3:1 segregation?', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: for in-vitro inoculation')"
97,"(8, 4, '10SX', '5/25/2010', 'Santiago Nursery', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: part of the NIL99 will use for in-vitro inoculation depending on genotype')"
98,"(70, 2, '10T', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
99,"(24, 4, '10TA', '5/25/2010', 'Tiffany ASR', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
100,"(70, 4, '10TA1', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
101,"(70, 4, '10TA2', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
102,"(24, 4, '10TF', '5/25/2010', 'Tiffany 1.02 Fine-mapping: fix recombinants', 'Tissue Collection: y || Inoculations: 0 || Pathogen: EtNY001 || Notes: NULL')"
103,"(24, 4, '10TH', '5/25/2010', 'Tiffany Fine mapping', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
104,"(70, 2, '10TI', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
105,"(70, 4, '10TN', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
106,"(70, 4, '10TN0', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
107,"(70, 4, '10TN1', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
108,"(24, 4, '10TN2', '5/25/2010', 'Tiffany 1.02 NLB fine mapping', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
109,"(24, 4, '10TN6', '5/25/2010', 'Tiffany 1.06 NLB fine mapping', 'Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001 || Notes: NULL')"
110,"(24, 4, '10TR', '5/25/2010', 'Tiffany 1.02 Fine-mapping: rust', 'Tissue Collection: y || Inoculations: 1 || Pathogen: NULL || Notes: rust spores collected in 2007')"
111,"(70, 4, '10TR2', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
112,"(24, 4, '10TS', '5/25/2010', ""Tiffany Stewart's wilt"", 'Tissue Collection: y || Inoculations: 1 || Pathogen: PsNY003 || Notes: NULL')"
113,"(70, 4, '10TS2', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
114,"(70, 4, '10TS6', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
115,"(70, 2, '11AO', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
116,"(70, 13, '11BN', '5/19/2011', 'NAM NIL Screen for GLS', 'Tissue Collection: n || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
117,"(70, 7, '11JH', '5/18/2011', 'GLS Fine-mapping Screen/Pollinate', 'Tissue Collection: y || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
118,"(70, 2, '11JS', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
119,"(3, 7, '11PB', '5/19/2011', ""RS Screen for GLS (Jesse's Pop)"", 'Tissue Collection: n || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
120,"(70, 7, '11PBJT', '5/19/2011', 'JT Mutant Screen for GLS', 'Tissue Collection: y || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
121,"(70, 4, '11PF', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
122,"(70, 14, '11PR', '11/18/2011', 'Seed Increase, Fix lines, Increase Recomb Breakpoints', 'Tissue Collection: n || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
123,"(24, 4, '11TF', '5/31/2011', 'Tiffany Identify recombinants', 'Tissue Collection: y || Inoculations: 0 || Pathogen: NULL || Notes: NULL')"
124,"(70, 2, '11TM', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
125,"(24, 4, '11TN', '6/1/2011', 'Tiffany NLB Trials', 'Tissue Collection: y || Inoculations: 1 || Pathogen: StNY001 || Notes: NULL')"
126,"(24, 4, '11TR', '6/1/2011', 'Tiffany Rust trials', 'Tissue Collection: y || Inoculations: 1 || Pathogen: rust-GH07 || Notes: NULL')"
127,"(24, 4, '11TS', '6/1/2011', ""Tiffany Stewart's wilt trials"", 'Tissue Collection: y || Inoculations: 1 || Pathogen: PsNY003 || Notes: NULL')"
128,"(70, 15, '12CH', '10/27/2012', 'Winter nursery, seed increase', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: www.tunicheseedservices.cl')"
129,"(26, 3, '12GEFR', '4/11/2012', '2012 Laura GEFR Fusarium experiment', 'Tissue Collection: y || Inoculations: 2 || Pathogen: Fusarium verticillioides || Notes: NULL')"
130,"(70, 7, '12JH', '1/1/1900', 'GLS Screen', 'Tissue Collection: y || Inoculations: 0 || Pathogen: NULL || Notes: NULL')"
131,"(26, 4, '12LF', '5/25/2012', '2012 Laura NAM founders Fusarium experiment', 'Tissue Collection: y || Inoculations: 2 || Pathogen: Fusarium verticillioides || Notes: NULL')"
132,"(26, 3, '12LG', '4/11/2012', '2012 Laura GEFR Fusarium experiment', 'Tissue Collection: y || Inoculations: 2 || Pathogen: Fusarium verticillioides || Notes: NULL')"
133,"(55, 4, '12MH', '5/25/2012', '2012 Tingting fine-mapping for 8.06', 'Tissue Collection: y || Inoculations: 1 || Pathogen:  || Notes: ')"
134,"(70, 3, '12MN', '4/19/2012', 'Metamaize experiment NC.', 'Tissue Collection: y || Inoculations: NULL || Pathogen: natural || Notes: field B11A, rows 6621-6748. Incomplete blocks design, to be repeated in Aurora.')"
135,"(70, 4, '12MY', '5/25/2012', 'Metamaize experiment NY.', 'Tissue Collection: y || Inoculations: NULL || Pathogen: natural || Notes: "" Incomplete blocks design, to be repeated in Clayton, rows 1-45 harvested on 18Oct2012""')"
136,"(70, 4, '12SH', '5/25/2012', 'Ht differentials', 'Tissue Collection: n || Inoculations: NULL || Pathogen: StNY001 || Notes: NULL')"
137,"(24, 4, '12TH', '5/25/2012', '2012 Tiffany fine-mapping for 8.06', 'Tissue Collection: y || Inoculations: 1 || Pathogen: StNY0001 || Notes: NULL')"
138,"(70, 4, '12TN', '5/25/2012', 'NLB Fine Mapping Trials', 'Tissue Collection: y || Inoculations: NULL || Pathogen: StNY001 || Notes: NULL')"
139,"(70, 4, '12TP', '5/25/2012', 'Pan Mutant NLB Trial', 'Tissue Collection: y || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
140,"(70, 4, '12TR', '5/24/2012', 'Rust Fine Mapping Trials', 'Tissue Collection: y || Inoculations: NULL || Pathogen: GH07 and AUR07 IL14HxB73 RIL || Notes: 26000spore/ml')"
141,"(70, 4, '12TS', '5/24/2012', ""Stewart's wilt Fine Mapping Trials"", 'Tissue Collection: y || Inoculations: NULL || Pathogen: PsNY003 || Notes: NULL')"
142,"(70, 4, '12TT', '5/25/2012', 'NLB Teosinte Introgression Trials', 'Tissue Collection: y || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
143,"(70, 16, '13GS', '4/5/2013', 'Trial for linkage mapping of avrHt1', 'Tissue Collection: n || Inoculations: 223 || Pathogen: Stx || Notes: NULL')"
144,"(70, 17, '13JT', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
145,"(26, 3, '13LN', '4/25/2013', '2013 Laura NAM ear rot and fumonisin', 'Tissue Collection: n || Inoculations: 1 || Pathogen: F. verticillioides || Notes: NULL')"
146,"(26, 3, '13LW', '4/19/2013', '2013 Laura UW BiomAP ear rot and fumonisin', 'Tissue Collection: n || Inoculations: 1 || Pathogen: F. verticillioides || Notes: NULL')"
147,"(70, 3, '13MN', '4/25/2013', 'Metamaize experiment NC', 'Tissue Collection: y || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
148,"(70, 4, '13MY', '5/16/2013', 'Metamaize experiment NY', 'Tissue Collection: y || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
149,"(70, 4, '13TE', '5/17/2013', '2013 expression', 'Tissue Collection: y || Inoculations: 1 || Pathogen: StNY001 || Notes: NULL')"
150,"(70, 4, '13TM', '5/17/2013', '2013 NLB Mu Mutant Pop', 'Tissue Collection: y || Inoculations: 1 || Pathogen: StNY001 || Notes: NULL')"
151,"(70, 4, '13TN', '5/17/2013', '2013 NLB Fine mapping', 'Tissue Collection: y || Inoculations: 1 || Pathogen: StNY001 || Notes: NULL')"
152,"(70, 4, '13TP', '5/17/2013', '2013 NLB Pan mutants', 'Tissue Collection: n || Inoculations: 1 || Pathogen: StNY001 || Notes: NULL')"
153,"(70, 4, '13TR', '5/16/2013', '2013 rust- pan mutants', 'Tissue Collection: n || Inoculations: 1 || Pathogen: 07rust || Notes: ')"
154,"(70, 4, '13TS', '5/16/2013', ""2013 Stewart's wilt- mutants"", 'Tissue Collection: n || Inoculations: 1 || Pathogen: PsNY003 || Notes: NULL')"
155,"(70, 17, '14TN', '1/1/1900', 'NULL', 'Tissue Collection: NULL || Inoculations: NULL || Pathogen: NULL || Notes: NULL')"
