07JD1055_004b,07JD1055_004,07JD1055,07JD,NULL,JK07-D1-055,JK07-D1-055,sib/self,NULL,NULL,source: 04ncai01,CML 154Q,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27083,04ncai01
07JD1055_005b,07JD1055_005,07JD1055,07JD,NULL,JK07-D1-055,JK07-D1-055,sib/self,NULL,NULL,source: 04ncai01,CML 154Q,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27083,04ncai01
07JD1062_001b,07JD1062_001,07JD1062,07JD,NULL,JK07-D1-062,JK07-D1-062,sib/self,NULL,NULL,source: 94ncai01,A679,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587142,94ncai01
07JD1062_002b,07JD1062_002,07JD1062,07JD,NULL,JK07-D1-062,JK07-D1-062,sib/self,NULL,NULL,source: 94ncai01,A679,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587142,94ncai01
07JD1062_003b,07JD1062_003,07JD1062,07JD,NULL,JK07-D1-062,JK07-D1-062,sib/self,NULL,NULL,source: 94ncai01,A679,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587142,94ncai01
07JD1064_001b,07JD1064_001,07JD1064,07JD,NULL,JK07-D1-064,JK07-D1-064,sib/self,NULL,NULL,source: 06ncei01,NC346,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27169,06ncei01
07JD1070_001b,07JD1070_001,07JD1070,07JD,NULL,JK07-D1-070,JK07-D1-070,sib/self,NULL,NULL,source: 00ncab01,W182B,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 19330,00ncab01
07JD1070_002b,07JD1070_002,07JD1070,07JD,NULL,JK07-D1-070,JK07-D1-070,sib/self,NULL,NULL,source: 00ncab01,W182B,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 19330,00ncab01
07JD1080_001b,07JD1080_001,07JD1080,07JD,NULL,JK07-D1-080,JK07-D1-080,sib/self,NULL,NULL,source: 94ncai01,N192,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 550566,94ncai01
07JD1080_002b,07JD1080_002,07JD1080,07JD,NULL,JK07-D1-080,JK07-D1-080,sib/self,NULL,NULL,source: 94ncai01,N192,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 550566,94ncai01
07JD1080_003b,07JD1080_003,07JD1080,07JD,NULL,JK07-D1-080,JK07-D1-080,sib/self,NULL,NULL,source: 94ncai01,N192,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 550566,94ncai01
07JD1089_001b,07JD1089_001,07JD1089,07JD,NULL,JK07-D1-089,JK07-D1-089,sib/self,NULL,NULL,source: 94ncai01,Ky228,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587136,94ncai01
07JD1089_002b,07JD1089_002,07JD1089,07JD,NULL,JK07-D1-089,JK07-D1-089,sib/self,NULL,NULL,source: 94ncai01,Ky228,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587136,94ncai01
07JD1092_001b,07JD1092_001,07JD1092,07JD,NULL,JK07-D1-092,JK07-D1-092,sib/self,NULL,NULL,source: 06ncai01,A556,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 23450,06ncai01
07JD1092_002b,07JD1092_002,07JD1092,07JD,NULL,JK07-D1-092,JK07-D1-092,sib/self,NULL,NULL,source: 06ncai01,A556,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 23450,06ncai01
07JD1092_003b,07JD1092_003,07JD1092,07JD,NULL,JK07-D1-092,JK07-D1-092,sib/self,NULL,NULL,source: 06ncai01,A556,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 23450,06ncai01
07JD1093_001b,07JD1093_001,07JD1093,07JD,NULL,JK07-D1-093,JK07-D1-093,sib/self,NULL,NULL,source: 05ncei01,Tzi 16,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 540747,05ncei01
07JD1095_001b,07JD1095_001,07JD1095,07JD,NULL,JK07-D1-095,JK07-D1-095,sib/self,NULL,NULL,source: 95ncab01,H105W,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587127,95ncab01
07JD1096_001b,07JD1096_001,07JD1096,07JD,NULL,JK07-D1-096,JK07-D1-096,sib/self,NULL,NULL,source: 03ncai01,CH701-30,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27069,03ncai01
07JD1096_002b,07JD1096_002,07JD1096,07JD,NULL,JK07-D1-096,JK07-D1-096,sib/self,NULL,NULL,source: 03ncai01,CH701-30,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27069,03ncai01
07JD1096_003b,07JD1096_003,07JD1096,07JD,NULL,JK07-D1-096,JK07-D1-096,sib/self,NULL,NULL,source: 03ncai01,CH701-30,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27069,03ncai01
07JD1096_004b,07JD1096_004,07JD1096,07JD,NULL,JK07-D1-096,JK07-D1-096,sib/self,NULL,NULL,source: 03ncai01,CH701-30,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27069,03ncai01
07JD1098_001b,07JD1098_001,07JD1098,07JD,NULL,JK07-D1-098,JK07-D1-098,sib/self,NULL,NULL,source: 04ncai01,R168,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 19326,04ncai01
07JD1098_002b,07JD1098_002,07JD1098,07JD,NULL,JK07-D1-098,JK07-D1-098,sib/self,NULL,NULL,source: 04ncai01,R168,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 19326,04ncai01
07JD1098_003b,07JD1098_003,07JD1098,07JD,NULL,JK07-D1-098,JK07-D1-098,sib/self,NULL,NULL,source: 04ncai01,R168,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 19326,04ncai01
07JD1098_004b,07JD1098_004,07JD1098,07JD,NULL,JK07-D1-098,JK07-D1-098,sib/self,NULL,NULL,source: 04ncai01,R168,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 19326,04ncai01
07JD1101_001b,07JD1101_001,07JD1101,07JD,NULL,JK07-D1-101,JK07-D1-101,sib/self,NULL,NULL,source: 01ncab01,CI64,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 19314,01ncab01
07JD1101_002b,07JD1101_002,07JD1101,07JD,NULL,JK07-D1-101,JK07-D1-101,sib/self,NULL,NULL,source: 01ncab01,CI64,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 19314,01ncab01
07JD1101_003b,07JD1101_003,07JD1101,07JD,NULL,JK07-D1-101,JK07-D1-101,sib/self,NULL,NULL,source: 01ncab01,CI64,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 19314,01ncab01
07JD1108_001b,07JD1108_001,07JD1108,07JD,NULL,JK07-D1-108,JK07-D1-108,sib/self,NULL,NULL,source: 94ncai01,A619,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587139,94ncai01
07JD1108_002b,07JD1108_002,07JD1108,07JD,NULL,JK07-D1-108,JK07-D1-108,sib/self,NULL,NULL,source: 94ncai01,A619,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587139,94ncai01
07JD1108_003b,07JD1108_003,07JD1108,07JD,NULL,JK07-D1-108,JK07-D1-108,sib/self,NULL,NULL,source: 94ncai01,A619,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587139,94ncai01
07JD1114_001b,07JD1114_001,07JD1114,07JD,NULL,JK07-D1-114,JK07-D1-114,sib/self,NULL,NULL,source: 04ncai01,C49A,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27067,04ncai01
07JD1114_002b,07JD1114_002,07JD1114,07JD,NULL,JK07-D1-114,JK07-D1-114,sib/self,NULL,NULL,source: 04ncai01,C49A,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27067,04ncai01
07JD1114_003b,07JD1114_003,07JD1114,07JD,NULL,JK07-D1-114,JK07-D1-114,sib/self,NULL,NULL,source: 04ncai01,C49A,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27067,04ncai01
07JD1117_001b,07JD1117_001,07JD1117,07JD,NULL,JK07-D1-117,JK07-D1-117,sib/self,NULL,NULL,source: 04ncai01,NC314,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27153,04ncai01
07JD1135_001b,07JD1135_001,07JD1135,07JD,NULL,JK07-D1-135,JK07-D1-135,sib/self,NULL,NULL,source: 04ncai01,MS1334,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 24752,04ncai01
07JD1135_002b,07JD1135_002,07JD1135,07JD,NULL,JK07-D1-135,JK07-D1-135,sib/self,NULL,NULL,source: 04ncai01,MS1334,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 24752,04ncai01
07JD1135_003b,07JD1135_003,07JD1135,07JD,NULL,JK07-D1-135,JK07-D1-135,sib/self,NULL,NULL,source: 04ncai01,MS1334,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 24752,04ncai01
07JD1135_004b,07JD1135_004,07JD1135,07JD,NULL,JK07-D1-135,JK07-D1-135,sib/self,NULL,NULL,source: 04ncai01,MS1334,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 24752,04ncai01
07JD1138_001b,07JD1138_001,07JD1138,07JD,NULL,JK07-D1-138,JK07-D1-138,sib/self,NULL,NULL,source: 04ncai01,NC356,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27174,04ncai01
07JD1138_002b,07JD1138_002,07JD1138,07JD,NULL,JK07-D1-138,JK07-D1-138,sib/self,NULL,NULL,source: 04ncai01,NC356,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27174,04ncai01
07JD1146_001b,07JD1146_001,07JD1146,07JD,NULL,JK07-D1-146,JK07-D1-146,sib/self,NULL,NULL,source: 03ncai01,CO106,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27105,03ncai01
07JD1146_002b,07JD1146_002,07JD1146,07JD,NULL,JK07-D1-146,JK07-D1-146,sib/self,NULL,NULL,source: 03ncai01,CO106,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27105,03ncai01
07JD1146_003b,07JD1146_003,07JD1146,07JD,NULL,JK07-D1-146,JK07-D1-146,sib/self,NULL,NULL,source: 03ncai01,CO106,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27105,03ncai01
07JD1146_004b,07JD1146_004,07JD1146,07JD,NULL,JK07-D1-146,JK07-D1-146,sib/self,NULL,NULL,source: 03ncai01,CO106,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27105,03ncai01
07JD1157_001b,07JD1157_001,07JD1157,07JD,NULL,JK07-D1-157,JK07-D1-157,sib/self,NULL,NULL,source: 04ncai01,NC302,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27147,04ncai01
07JD1157_002b,07JD1157_002,07JD1157,07JD,NULL,JK07-D1-157,JK07-D1-157,sib/self,NULL,NULL,source: 04ncai01,NC302,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27147,04ncai01
07JD1170_001b,07JD1170_001,07JD1170,07JD,NULL,JK07-D1-170,JK07-D1-170,sib/self,NULL,NULL,source: 94ncai01,IA5125,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587135,94ncai01
07JD1170_002b,07JD1170_002,07JD1170,07JD,NULL,JK07-D1-170,JK07-D1-170,sib/self,NULL,NULL,source: 94ncai01,IA5125,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587135,94ncai01
07JD1171_001b,07JD1171_001,07JD1171,07JD,NULL,JK07-D1-171,JK07-D1-171,sib/self,NULL,NULL,source: 94ncai01,W64A,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587152,94ncai01
07JD1171_002b,07JD1171_002,07JD1171,07JD,NULL,JK07-D1-171,JK07-D1-171,sib/self,NULL,NULL,source: 94ncai01,W64A,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587152,94ncai01
07JD1171_003b,07JD1171_003,07JD1171,07JD,NULL,JK07-D1-171,JK07-D1-171,sib/self,NULL,NULL,source: 94ncai01,W64A,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587152,94ncai01
07JD1176_001b,07JD1176_001,07JD1176,07JD,NULL,JK07-D1-176,JK07-D1-176,sib/self,NULL,NULL,source: 06ncei01,GT112,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27113,06ncei01
07JD1176_002b,07JD1176_002,07JD1176,07JD,NULL,JK07-D1-176,JK07-D1-176,sib/self,NULL,NULL,source: 06ncei01,GT112,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27113,06ncei01
07JD1177_001b,07JD1177_001,07JD1177,07JD,NULL,JK07-D1-177,JK07-D1-177,sib/self,NULL,NULL,source: 06ncai01,NC340,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27166,06ncai01
07JD1177_002b,07JD1177_002,07JD1177,07JD,NULL,JK07-D1-177,JK07-D1-177,sib/self,NULL,NULL,source: 06ncai01,NC340,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27166,06ncai01
07JD1177_003b,07JD1177_003,07JD1177,07JD,NULL,JK07-D1-177,JK07-D1-177,sib/self,NULL,NULL,source: 06ncai01,NC340,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27166,06ncai01
07JD1186_001b,07JD1186_001,07JD1186,07JD,NULL,JK07-D1-186,JK07-D1-186,sib/self,NULL,NULL,source: 00ncai01,NC258,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 531084,00ncai01
07JD1186_002b,07JD1186_002,07JD1186,07JD,NULL,JK07-D1-186,JK07-D1-186,sib/self,NULL,NULL,source: 00ncai01,NC258,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 531084,00ncai01
07JD1214_001b,07JD1214_001,07JD1214,07JD,NULL,JK07-D1-214,JK07-D1-214,sib/self,NULL,NULL,source: 04ncai01,NC344,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27168,04ncai01
07JD1214_002b,07JD1214_002,07JD1214,07JD,NULL,JK07-D1-214,JK07-D1-214,sib/self,NULL,NULL,source: 04ncai01,NC344,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27168,04ncai01
07JD1217_001b,07JD1217_001,07JD1217,07JD,NULL,JK07-D1-217,JK07-D1-217,sib/self,NULL,NULL,source: 03ncai02,SC 357,NULL,1,NULL,07 Diversity Panel Seed Increase,NSL 53094,03ncai02
07JD1217_002b,07JD1217_002,07JD1217,07JD,NULL,JK07-D1-217,JK07-D1-217,sib/self,NULL,NULL,source: 03ncai02,SC 357,NULL,1,NULL,07 Diversity Panel Seed Increase,NSL 53094,03ncai02
07JD1217_003b,07JD1217_003,07JD1217,07JD,NULL,JK07-D1-217,JK07-D1-217,sib/self,NULL,NULL,source: 03ncai02,SC 357,NULL,1,NULL,07 Diversity Panel Seed Increase,NSL 53094,03ncai02
07JD1227_001b,07JD1227_001,07JD1227,07JD,NULL,JK07-D1-227,JK07-D1-227,sib/self,NULL,NULL,source: A'06 JK-DI bulk (mes'05),B73,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 550473,A'06 JK-DI bulk (mes'05)
07JD1230_001b,07JD1230_001,07JD1230,07JD,NULL,JK07-D1-230,JK07-D1-230,sib/self,NULL,NULL,source: 92ncai01,Mo1W,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 558520,92ncai01
07JD1230_002b,07JD1230_002,07JD1230,07JD,NULL,JK07-D1-230,JK07-D1-230,sib/self,NULL,NULL,source: 92ncai01,Mo1W,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 558520,92ncai01
07JD1232_001b,07JD1232_001,07JD1232,07JD,NULL,JK07-D1-232,JK07-D1-232,sib/self,NULL,NULL,source: 94ncai03,H99,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587129,94ncai03
07JD1233_001b,07JD1233_001,07JD1233,07JD,NULL,JK07-D1-233,JK07-D1-233,sib/self,NULL,NULL,source: 06ncai01,A188,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 22443,06ncai01
07JD1236_001b,07JD1236_001,07JD1236,07JD,NULL,JK07-D1-236,JK07-D1-236,sib/self,NULL,NULL,source: 06ncai01,CI66,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587148,06ncai01
07JD1236_002b,07JD1236_002,07JD1236,07JD,NULL,JK07-D1-236,JK07-D1-236,sib/self,NULL,NULL,source: 06ncai01,CI66,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587148,06ncai01
07JD1236_003b,07JD1236_003,07JD1236,07JD,NULL,JK07-D1-236,JK07-D1-236,sib/self,NULL,NULL,source: 06ncai01,CI66,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587148,06ncai01
07JD1239_001b,07JD1239_001,07JD1239,07JD,NULL,JK07-D1-239,JK07-D1-239,sib/self,NULL,NULL,source: 94ncai01,A654,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587141,94ncai01
07JD1245_001b,07JD1245_001,07JD1245,07JD,NULL,JK07-D1-245,JK07-D1-245,sib/self,NULL,NULL,source: 06ncai01,Hi27 Goodman-Buckler,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 28291,06ncai01
07JD1255_001b,07JD1255_001,07JD1255,07JD,NULL,JK07-D1-255,JK07-D1-255,sib/self,NULL,NULL,source: 94ncai03,Ms71,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587137,94ncai03
07JD1259_001b,07JD1259_001,07JD1259,07JD,NULL,JK07-D1-259,JK07-D1-259,sib/self,NULL,NULL,source: A'06 JK-DI bulk (mes'05),B73,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 550473,A'06 JK-DI bulk (mes'05)
07JD1261_001b,07JD1261_001,07JD1261,07JD,NULL,JK07-D1-261,JK07-D1-261,sib/self,NULL,NULL,source: 04ncai01,Il101,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27119,04ncai01
07JD1261_002b,07JD1261_002,07JD1261,07JD,NULL,JK07-D1-261,JK07-D1-261,sib/self,NULL,NULL,source: 04ncai01,Il101,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27119,04ncai01
07JD1261_003b,07JD1261_003,07JD1261,07JD,NULL,JK07-D1-261,JK07-D1-261,sib/self,NULL,NULL,source: 04ncai01,Il101,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27119,04ncai01
07JD1272_001b,07JD1272_001,07JD1272,07JD,NULL,JK07-D1-272,JK07-D1-272,sib/self,NULL,NULL,source: 95ncai01,ND246,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 550490,95ncai01
07JD1272_002b,07JD1272_002,07JD1272,07JD,NULL,JK07-D1-272,JK07-D1-272,sib/self,NULL,NULL,source: 95ncai01,ND246,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 550490,95ncai01
07JD1285_001b,07JD1285_001,07JD1285,07JD,NULL,JK07-D1-285,JK07-D1-285,sib/self,NULL,NULL,source: 06ncai01,CML 328,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27098,06ncai01
07JD1289_001b,07JD1289_001,07JD1289,07JD,NULL,JK07-D1-289,JK07-D1-289,sib/self,NULL,NULL,source: 04ncai01,A661,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 607521,04ncai01
07JD1289_002b,07JD1289_002,07JD1289,07JD,NULL,JK07-D1-289,JK07-D1-289,sib/self,NULL,NULL,source: 04ncai01,A661,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 607521,04ncai01
07JD1294_001b,07JD1294_001,07JD1294,07JD,NULL,JK07-D1-294,JK07-D1-294,sib/self,NULL,NULL,source: 04ncai02,CM37,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 20190,04ncai02
07JD1294_002b,07JD1294_002,07JD1294,07JD,NULL,JK07-D1-294,JK07-D1-294,sib/self,NULL,NULL,source: 04ncai02,CM37,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 20190,04ncai02
07JD1298_001b,07JD1298_001,07JD1298,07JD,NULL,JK07-D1-298,JK07-D1-298,sib/self,NULL,NULL,source: 94ncab01,CO109,NULL,1,NULL,07 Diversity Panel Seed Increase,PI 587125,94ncab01
07JD1300_001b,07JD1300_001,07JD1300,07JD,NULL,JK07-D1-300,JK07-D1-300,sib/self,NULL,NULL,source: 04ncai01,C103,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 19284,04ncai01
07JD1303_001b,07JD1303_001,07JD1303,07JD,NULL,JK07-D1-303,JK07-D1-303,sib/self,NULL,NULL,source: 98ncai02,Mt42,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 20140,98ncai02
07JD1303_002b,07JD1303_002,07JD1303,07JD,NULL,JK07-D1-303,JK07-D1-303,sib/self,NULL,NULL,source: 98ncai02,Mt42,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 20140,98ncai02
07JD1303_003b,07JD1303_003,07JD1303,07JD,NULL,JK07-D1-303,JK07-D1-303,sib/self,NULL,NULL,source: 98ncai02,Mt42,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 20140,98ncai02
07JD1304_001b,07JD1304_001,07JD1304,07JD,NULL,JK07-D1-304,JK07-D1-304,sib/self,NULL,NULL,source: 04ncai01,NC318,NULL,1,NULL,07 Diversity Panel Seed Increase,Ames 27155,04ncai01
