ID,seed_id,seed_name,inventory_date,inventory_person,seed_person_id,location,notes,weight_g
54372551,09PN0473_004s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372552,09PN0473_005x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372553,09PN0473_006x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372554,09PN0473_007x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372555,09PN0473_008x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372556,09PN0473_009x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372557,09PN0475_001s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372558,09PN0475_002s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372559,09PN0475_003s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54341620,09PN0475_004s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54372560,09PN0475_005x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372561,09PN0475_006x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54341623,09PN0475_007x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54372562,09PN0475_008x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372563,09PN0475_009x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54341626,09PN0476_001s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54372564,09PN0476_002s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372565,09PN0476_003s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372566,09PN0476_004s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372567,09PN0476_005x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372568,09PN0476_006x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372569,09PN0476_007x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372570,09PN0476_008x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372571,09PN0476_009x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372572,09PN0477_001s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372573,09PN0477_002s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372574,09PN0477_005x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372575,09PN0477_006x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372576,09PN0477_007x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372577,09PN0478_001s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372578,09PN0478_002s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372579,09PN0478_003s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372580,09PN0478_004s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372581,09PN0478_005x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372582,09PN0478_006x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372583,09PN0478_007x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372584,09PN0478_008x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54341648,09PN0478_009x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341649,09PN0478_010x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54372585,09PN0479_001s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372586,09PN0479_002s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372587,09PN0479_003s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372588,09PN0479_004s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372589,09PN0479_005x,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54341655,09PN0480_001s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341656,09PN0480_002s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341657,09PN0480_003s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341658,09PN0480_005x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341659,09PN0480_009x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341660,09PN0480_010x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341661,09PN0480_011x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341662,09PN0480_012x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341663,09PN0482_001s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341664,09PN0480_006x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341665,09PN0480_007x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341666,09PN0480_008x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341667,09PN0482_002s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341668,09PN0482_003s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341669,09PN0482_004s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341670,09PN0482_005x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341671,09PN0482_006x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341672,09PN0482_007x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341673,09PN0483_001s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341674,09PN0483_002s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341675,09PN0483_003s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341676,09PN0483_004s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341677,09PN0484_002s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341678,09PN0484_003s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341679,09PN0484_004s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341680,09PN0484_005x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341681,09PN0484_006x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341682,09PN0484_007x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341683,09PN0484_008x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341684,09PN0484_009x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341685,09PN0484_010x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341686,09PN0485_001s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341687,09PN0485_002s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341688,09PN0485_003s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341689,09PN0485_005x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341690,09PN0485_006x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341691,09PN0485_007x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341692,09PN0485_008x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341693,09PN0485_009x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341694,09PN0487_001s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341695,09PN0487_002s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341696,09PN0487_003s,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341697,09PN0487_005x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341698,09PN0487_006x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341699,09PN0487_007x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341700,09PN0487_008x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341701,09PN0487_009x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341702,09PN0487_010x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341703,09PN0487_011x,NULL,Apr 20 2010 12:00AM,sara_heins,0,Dimmock,NULL,NULL
54341704,09PR0069_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341705,09PR0069_002s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341706,09PR0069_003s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341707,09PR0069_004s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341708,09PR0069_005s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341709,09PR0069_006s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341710,09PR0069_007s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341711,09PR0062_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341712,09PR0062_002s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341713,09PR0064_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341714,09PR0082_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341715,09PR0082_002s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341716,09PR0082_004s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341717,09PR0068_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341718,09PR0070_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341719,09PR0070_002s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341720,09PR0070_003s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341721,09PR0070_004s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341722,09PR0070_005s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341723,09PR0096_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341724,09PR0096_002s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341725,09PR0067_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341726,09PR0067_002s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341727,09PR0067_003s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341728,09PR0061_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341729,09PR0061_002s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341730,09PR0061_003s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341731,09PR0060_002s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341732,09PR0060_003s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341733,09PR0060_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341734,09PR0071_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341735,09PR0071_002s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341736,09PR0071_003s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341737,09PR0071_004s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341738,09PR0071_005s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341739,09PR0071_006s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341740,09PR0063_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341741,09PR0063_002s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341742,09PR0065_001s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54341743,09PR0065_002s,NULL,Apr 29 2010 12:00AM,tiffany_jamann,0,NULL,NULL,NULL
54372226,09PN0417_001s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372227,09PN0417_002s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372228,09PN0417_003s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372230,09PN0417_004s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372231,09PN0417_005s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372232,09PN0417_006s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372233,09PN0417_007s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372234,09PN0417_008s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372235,09PN0417_009s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372236,09PN0417_010s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372237,09PN0417_011s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372238,09PN0417_012s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54341756,09PN0417_013s,NULL,May  4 2010 12:00AM,will_miller,0,NULL,NULL,NULL
54372239,09PN0417_014s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372240,09PN0417_015s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372241,09PN0418_001s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372242,09PN0418_002s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372243,09PN0418_003s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372244,09PN0418_004s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372245,09PN0418_005s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372246,09PN0418_006s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372247,09PN0418_007s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372259,09PN0420_001s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372260,09PN0420_002s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372261,09PN0420_003s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372262,09PN0420_004s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54372263,09PN0420_005s,NULL,Jun 27 2011 12:00AM,ariel_fialko,3,Row 9,NULL,NULL
54377672,10CH0072_002s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54346376,10CH0072_003s,NULL,Apr 18 2011 12:00AM,michelle_fisher,0,NULL,NULL,NULL
54377673,10CH0072_004s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377674,10CH0072_005s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377675,10CH0072_006s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377676,10CH0072_007s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377677,10CH0072_008s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377678,10CH0072_009s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377679,10CH0072_010s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377680,10CH0072_011s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377681,10CH0073_001s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377682,10CH0073_002s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377683,10CH0073_003s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377684,10CH0073_004s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377685,10CH0073_005s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377686,10CH0073_006s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377687,10CH0073_007s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377688,10CH0073_008s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377690,10CH0074_002s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377691,10CH0074_003s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377692,10CH0074_004s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377693,10CH0074_005s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377694,10CH0074_006s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377695,10CH0074_007s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377696,10CH0074_008s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377697,10CH0074_009s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377698,10CH0074_010s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377699,10CH0074_011s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377700,10CH0075_001s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377701,10CH0075_002s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377702,10CH0075_003s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377703,10CH0075_004s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377704,10CH0075_005s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377705,10CH0075_006s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377706,10CH0075_007s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377707,10CH0075_008s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377708,10CH0075_009s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377709,10CH0076_001s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377710,10CH0076_002s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377711,10CH0076_003s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377712,10CH0076_004s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377713,10CH0076_005s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377714,10CH0076_006s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377715,10CH0076_007s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377716,10CH0076_008s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377717,10CH0076_009s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377718,10CH0076_010s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377719,10CH0076_011s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377720,10CH0076_012s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377721,10CH0077_001s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377722,10CH0077_002s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54346426,10CH0077_003s,NULL,Apr 18 2011 12:00AM,michelle_fisher,0,NULL,NULL,NULL
54377723,10CH0077_004s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377724,10CH0077_005s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377725,10CH0077_006s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377726,10CH0077_007s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377727,10CH0077_008s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377728,10CH0077_009s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377729,10CH0077_010s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377730,10CH0077_011s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377731,10CH0077_012s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377732,10CH0077_013s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377733,10CH0077_014s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377734,10CH0077_015s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377735,10CH0078_001s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377736,10CH0078_002s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377737,10CH0078_003s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377738,10CH0078_004s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377739,10CH0078_005s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377740,10CH0078_006s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377741,10CH0079_001s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377742,10CH0079_002s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377743,10CH0079_003s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377744,10CH0079_004s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377745,10CH0079_005s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377746,10CH0079_006s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377747,10CH0080_001s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377748,10CH0080_002s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377749,10CH0080_003s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377750,10CH0080_004s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
54377751,10CH0080_005s,NULL,6/27/2012,katharine_constas,34,Dimmock,NULL,NULL
