81,70,3,09TT,4/21/2009,2009 NC teo trial for NLB,Tissue Collection: y || Inoculations: 1
82,70,7,10BB,7/15/2010,2010 NAM GLS trial,Tissue Collection: y || Inoculations: 0 || Notes: that planting occurred from the 15th to the 16th
83,70,12,10CH,11/1/2010,R.Nelson lab winter nursery in Chile,"Tissue Collection: y || Inoculations: 0 || Notes: Managed by Tuniche Seed Services in Chile; exact planting date unknown, only reported as November 2010"
84,70,2,10GT,1/1/1900,NULL,No Comments
85,70,7,10JH,5/15/2010,2010 HIF GLS trial,Tissue Collection: y || Inoculations: 0
86,70,10,10MA,4/16/2010,2010 Mississippi inbreds and NILs experiments,Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: Locally experiment 38
87,70,10,10MB,4/16/2010,2010 Mississippi RILs of CML322xB73 pop,Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: Locally experiment 34
88,3,3,10NC,1/1/1900,2010 Jesse RS-RIL SLB trial,Tissue Collection: y || Inoculations: 1 || Pathogen: Cochliobolus heterosrophus race 0 (isolate 2-16Bm)
89,10,4,10OA,5/25/2010,Oliver NLB,Tissue Collection: y || Inoculations: 1 || Pathogen: Gg001
90,3,7,10PB,1/1/1900,2010 Jesse RS-RIL GLS trial,Tissue Collection: y || Inoculations: 0 || Pathogen: GLS natural
91,3,4,10PF,5/17/2010,2010 Jesse RS-RIL NLB trial,Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001
92,70,2,10PR,1/1/1900,NULL,No Comments
93,3,4,10PS,5/17/2010,2010 Jesse RS-RIL rust trial,Tissue Collection: y || Inoculations: 1 || Pathogen: rust
94,8,4,10SH,5/25/2010,Santiago HIFs,Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: depending on genotyping will evaluate a few rows
95,70,4,10SN,5/25/2010,2010 NILs test,Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: for in-vitro inoculation
96,70,4,10ST,5/25/2010,Tx303 3:1 segregation?,Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: for in-vitro inoculation
97,8,4,10SX,5/25/2010,Santiago Nursery,Tissue Collection: y || Inoculations: 1 || Pathogen: NRRL 3357 || Notes: part of the NIL99 will use for in-vitro inoculation depending on genotype
98,70,2,10T,1/1/1900,NULL,No Comments
99,24,4,10TA,5/25/2010,Tiffany ASR,Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001
100,70,4,10TA1,1/1/1900,NULL,No Comments
101,70,4,10TA2,1/1/1900,NULL,No Comments
102,24,4,10TF,5/25/2010,Tiffany 1.02 Fine-mapping: fix recombinants,Tissue Collection: y || Inoculations: 0 || Pathogen: EtNY001
103,24,4,10TH,5/25/2010,Tiffany Fine mapping,Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001
104,70,2,10TI,1/1/1900,NULL,No Comments
105,70,4,10TN,1/1/1900,NULL,No Comments
106,70,4,10TN0,1/1/1900,NULL,No Comments
107,70,4,10TN1,1/1/1900,NULL,No Comments
108,24,4,10TN2,5/25/2010,Tiffany 1.02 NLB fine mapping,Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001
109,24,4,10TN6,5/25/2010,Tiffany 1.06 NLB fine mapping,Tissue Collection: y || Inoculations: 1 || Pathogen: EtNY001
110,24,4,10TR,5/25/2010,Tiffany 1.02 Fine-mapping: rust,Tissue Collection: y || Inoculations: 1 || Notes: rust spores collected in 2007
111,70,4,10TR2,1/1/1900,NULL,No Comments
112,24,4,10TS,5/25/2010,Tiffany Stewart's wilt,Tissue Collection: y || Inoculations: 1 || Pathogen: PsNY003
113,70,4,10TS2,1/1/1900,NULL,No Comments
114,70,4,10TS6,1/1/1900,NULL,No Comments
115,70,2,11AO,1/1/1900,NULL,No Comments
116,70,13,11BN,5/19/2011,NAM NIL Screen for GLS,Tissue Collection: n
117,70,7,11JH,5/18/2011,GLS Fine-mapping Screen/Pollinate,Tissue Collection: y
118,70,2,11JS,1/1/1900,NULL,No Comments
119,3,7,11PB,5/19/2011,RS Screen for GLS (Jesse's Pop),Tissue Collection: n
120,70,7,11PBJT,5/19/2011,JT Mutant Screen for GLS,Tissue Collection: y
121,70,4,11PF,1/1/1900,NULL,No Comments
122,70,14,11PR,11/18/2011,"Seed Increase, Fix lines, Increase Recomb Breakpoints",Tissue Collection: n
123,24,4,11TF,5/31/2011,Tiffany Identify recombinants,Tissue Collection: y || Inoculations: 0
124,70,2,11TM,1/1/1900,NULL,No Comments
125,24,4,11TN,6/1/2011,Tiffany NLB Trials,Tissue Collection: y || Inoculations: 1 || Pathogen: StNY001
126,24,4,11TR,6/1/2011,Tiffany Rust trials,Tissue Collection: y || Inoculations: 1 || Pathogen: rust-GH07
127,24,4,11TS,6/1/2011,Tiffany Stewart's wilt trials,Tissue Collection: y || Inoculations: 1 || Pathogen: PsNY003
128,70,15,12CH,10/27/2012,"Winter nursery, seed increase",Notes: www.tunicheseedservices.cl
129,26,3,12GEFR,4/11/2012,2012 Laura GEFR Fusarium experiment,Tissue Collection: y || Inoculations: 2 || Pathogen: Fusarium verticillioides
130,70,7,12JH,1/1/1900,GLS Screen,Tissue Collection: y || Inoculations: 0
131,26,4,12LF,5/25/2012,2012 Laura NAM founders Fusarium experiment,Tissue Collection: y || Inoculations: 2 || Pathogen: Fusarium verticillioides
132,26,3,12LG,4/11/2012,2012 Laura GEFR Fusarium experiment,Tissue Collection: y || Inoculations: 2 || Pathogen: Fusarium verticillioides
133,55,4,12MH,5/25/2012,2012 Tingting fine-mapping for 8.06,Tissue Collection: y || Inoculations: 1
134,70,3,12MN,4/19/2012,Metamaize experiment NC.,"Tissue Collection: y || Pathogen: natural || Notes: field B11A, rows 6621-6748. Incomplete blocks design, to be repeated in Aurora."
135,70,4,12MY,5/25/2012,Metamaize experiment NY.,"Tissue Collection: y || Pathogen: natural || Notes: "" Incomplete blocks design, to be repeated in Clayton, rows 1-45 harvested on 18Oct2012"""
136,70,4,12SH,5/25/2012,Ht differentials,Tissue Collection: n || Pathogen: StNY001
137,24,4,12TH,5/25/2012,2012 Tiffany fine-mapping for 8.06,Tissue Collection: y || Inoculations: 1 || Pathogen: StNY0001
138,70,4,12TN,5/25/2012,NLB Fine Mapping Trials,Tissue Collection: y || Pathogen: StNY001
139,70,4,12TP,5/25/2012,Pan Mutant NLB Trial,Tissue Collection: y
140,70,4,12TR,5/24/2012,Rust Fine Mapping Trials,Tissue Collection: y || Pathogen: GH07 and AUR07 IL14HxB73 RIL || Notes: 26000spore/ml
141,70,4,12TS,5/24/2012,Stewart's wilt Fine Mapping Trials,Tissue Collection: y || Pathogen: PsNY003
142,70,4,12TT,5/25/2012,NLB Teosinte Introgression Trials,Tissue Collection: y
143,70,16,13GS,4/5/2013,Trial for linkage mapping of avrHt1,Tissue Collection: n || Inoculations: 223 || Pathogen: Stx
144,70,17,13JT,1/1/1900,NULL,No Comments
145,26,3,13LN,4/25/2013,2013 Laura NAM ear rot and fumonisin,Tissue Collection: n || Inoculations: 1 || Pathogen: F. verticillioides
146,26,3,13LW,4/19/2013,2013 Laura UW BiomAP ear rot and fumonisin,Tissue Collection: n || Inoculations: 1 || Pathogen: F. verticillioides
147,70,3,13MN,4/25/2013,Metamaize experiment NC,Tissue Collection: y
148,70,4,13MY,5/16/2013,Metamaize experiment NY,Tissue Collection: y
149,70,4,13TE,5/17/2013,2013 expression,Tissue Collection: y || Inoculations: 1 || Pathogen: StNY001
150,70,4,13TM,5/17/2013,2013 NLB Mu Mutant Pop,Tissue Collection: y || Inoculations: 1 || Pathogen: StNY001
151,70,4,13TN,5/17/2013,2013 NLB Fine mapping,Tissue Collection: y || Inoculations: 1 || Pathogen: StNY001
152,70,4,13TP,5/17/2013,2013 NLB Pan mutants,Tissue Collection: n || Inoculations: 1 || Pathogen: StNY001
153,70,4,13TR,5/16/2013,2013 rust- pan mutants,Tissue Collection: n || Inoculations: 1 || Pathogen: 07rust
154,70,4,13TS,5/16/2013,2013 Stewart's wilt- mutants,Tissue Collection: n || Inoculations: 1 || Pathogen: PsNY003
155,70,17,14TN,1/1/1900,NULL,No Comments
