45,45,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
46,46,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
47,47,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
48,48,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
49,49,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
50,50,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
51,51,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
52,52,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
53,53,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
54,54,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
55,55,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
56,56,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
57,57,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
58,58,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
59,59,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
60,60,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
61,61,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
62,62,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
63,63,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
64,64,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
65,65,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
66,66,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
67,67,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
68,68,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
69,69,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
70,70,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
71,71,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
72,72,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
73,73,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
74,74,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
75,75,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
76,76,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
77,77,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
78,78,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
79,79,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
80,80,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
81,81,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
82,82,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
83,83,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
84,84,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
85,85,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
86,86,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
87,87,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
88,88,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
89,89,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
90,90,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
91,91,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
92,92,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
93,93,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
94,94,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
95,95,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
96,96,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
97,97,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
98,98,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
99,99,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
100,100,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
101,101,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
102,102,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
103,103,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
104,104,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
105,105,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
106,106,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
107,107,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
108,108,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
109,109,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
110,110,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
111,111,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
112,112,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
113,113,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
114,114,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
115,115,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
116,116,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
117,117,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
118,118,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
119,119,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
120,120,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
121,121,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
122,122,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
123,123,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
124,124,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
125,125,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
126,126,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
127,127,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
128,128,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
129,129,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
130,130,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
131,131,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
132,132,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
133,133,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
134,134,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
135,135,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
136,136,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
137,137,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
138,138,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
139,139,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
140,140,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
141,141,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
142,142,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
143,143,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
144,144,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
145,145,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
146,146,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
147,147,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
148,148,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
149,149,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
150,150,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
151,151,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
152,152,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
153,153,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
154,154,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
155,155,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
156,156,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
157,157,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
158,158,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
159,159,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
160,160,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
161,161,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
162,162,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
163,163,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
164,164,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
165,165,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
166,166,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
167,167,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
168,168,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
169,169,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
170,170,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
171,171,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
172,172,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
173,173,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
174,174,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
175,175,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
176,176,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
177,177,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
178,178,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
179,179,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
180,180,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
181,181,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
182,182,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
183,183,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
184,184,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
185,185,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
186,186,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
187,187,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
188,188,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
189,189,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
190,190,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
191,191,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
192,192,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
193,193,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
194,194,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
195,195,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
196,196,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
197,197,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
198,198,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
199,199,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
200,200,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
201,201,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
202,202,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
203,203,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
204,204,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
205,205,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
206,206,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
207,207,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
208,208,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
209,209,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
210,210,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
211,211,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
212,212,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
213,213,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
214,214,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
215,215,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
216,216,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
217,217,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
218,218,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
219,219,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
220,220,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
221,221,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
222,222,0,NULL,NULL,NULL,Legacy Inventoried,NULL,No Comments
223,223,06PN0213_001x,NULL,cross,IBM262xB73__B73_32-20-1-1,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
224,224,06PN0213_002x,NULL,cross,IBM262xB73__B73_32-20-1-2,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
225,225,06PN0213_003x,NULL,cross,IBM262xB73__B73_32-20-1-3,Legacy Inventoried,Jul 28 2008 12:00AM,Notes: P30_Et4BCIBM262
226,226,06PN0213_004x,NULL,cross,IBM262xB73__B73_32-20-1-4,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
227,227,06PN0241_001x,NULL,cross,IBM262(2)__B73_32-28-2-1,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
228,228,06PN0241_002x,NULL,cross,IBM262(2)__B73_32-28-2-2,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
229,229,06PN0241_003x,NULL,cross,IBM262(2)__B73_32-28-2-3,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
230,230,06PN0241_004x,NULL,cross,IBM262(2)__B73_32-28-2-4,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
231,231,06PN0244_001x,NULL,cross,IBM262(2)__B73_32-28-4-1,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
232,232,06PN0244_002x,NULL,cross,IBM262(2)__B73_32-28-4-2,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
233,233,06PN0244_003x,NULL,cross,IBM262(2)__B73_32-28-4-3,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
234,234,06PN0244_004x,NULL,cross,IBM262(2)__B73_32-28-4-4,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
235,235,06PN0246_001x,NULL,cross,IBM262(2)__B73_32-28-5-1,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
236,236,06PN0246_002x,NULL,cross,IBM262(2)__B73_32-28-5-2,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
237,237,06PN0246_003x,NULL,cross,IBM262(2)__B73_32-28-5-3,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
238,238,06PN0246_004x,NULL,cross,IBM262(2)__B73_32-28-5-4,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
239,239,06PN0225_001x,NULL,cross,IBM262(2)__B73_32-24-3-1,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
240,240,06PN0225_002x,NULL,cross,IBM262(2)__B73_32-24-3-2,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
241,241,06PN0225_003x,NULL,cross,IBM262(2)__B73_32-24-3-3,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
242,242,06PN0225_004x,NULL,cross,IBM262(2)__B73_32-24-3-4,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
243,243,06PN0228_001x,NULL,cross,IBM262(2)__B73_32-24-5-1,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
244,244,06PN0228_002x,NULL,cross,IBM262(2)__B73_32-24-5-2,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
245,245,06PN0228_003x,NULL,cross,IBM262(2)__B73_32-24-5-3,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
246,246,06PN0228_004x,NULL,cross,IBM262(2)__B73_32-24-5-4,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
247,247,06PN0243_001x,NULL,cross,IBM262(2)__B73_32-28-3-1,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
248,248,06PN0243_002x,NULL,cross,IBM262(2)__B73_32-28-3-2,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
249,249,06PN0243_003x,NULL,cross,IBM262(2)__B73_32-28-3-3,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
250,250,06PN0243_004x,NULL,cross,IBM262(2)__B73_32-28-3-4,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
251,251,06PN0244_001x,NULL,cross,IBM262(2)__B73_32-28-4-1,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
252,252,06PN0244_002x,NULL,cross,IBM262(2)__B73_32-28-4-2,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
253,253,06PN0244_003x,NULL,cross,IBM262(2)__B73_32-28-4-3,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
254,254,06PN0244_004x,NULL,cross,IBM262(2)__B73_32-28-4-4,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
255,255,06PN0246_001x,NULL,cross,IBM262(2)__B73_32-28-5-1,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
256,256,06PN0246_002x,NULL,cross,IBM262(2)__B73_32-28-5-2,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
257,257,06PN0246_003x,NULL,cross,IBM262(2)__B73_32-28-5-3,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
258,258,06PN0246_004x,NULL,cross,IBM262(2)__B73_32-28-5-4,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4BCIBM262
259,259,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
260,260,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
261,261,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
262,262,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
263,263,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
264,264,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
265,265,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
266,266,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
267,267,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
268,268,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
269,269,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
270,270,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
271,271,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
272,272,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
273,273,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
274,274,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
275,275,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
276,276,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
277,277,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
278,278,05RW0341_004s,NULL,self,B73_[32-27]_04,Not Inventoried,Not Inventoried,Notes: P30_Et4(F2s)
279,279,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
280,280,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
281,281,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
282,282,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
283,283,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
284,284,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
285,285,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
286,286,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
287,287,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
288,288,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
289,289,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
290,290,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
291,291,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
292,292,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
293,293,05RW0341_001s,NULL,self,B73_[32-27]_01,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
294,294,05RW0341_006s,NULL,self,B73_[32-27]_06,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
295,295,05RW0341_006s,NULL,self,B73_[32-27]_06,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
296,296,05RW0341_006s,NULL,self,B73_[32-27]_06,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
297,297,05RW0341_006s,NULL,self,B73_[32-27]_06,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
298,298,05RW0341_006s,NULL,self,B73_[32-27]_06,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
299,299,05RW0341_006s,NULL,self,B73_[32-27]_06,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
300,300,05RW0341_006s,NULL,self,B73_[32-27]_06,Legacy Inventoried,Jun 27 2011 12:00AM,Notes: P30_Et4(F2s)
