10CH0022,NULL,10CH,(Z006E0054)S2,NULL,09PR0572_006s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0023,NULL,10CH,(Z006E0054)S2,NULL,09PR0572_007s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0024,NULL,10CH,(Z006E0054)S2,NULL,09PR0574_001s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0025,NULL,10CH,(Z006E0054)S2,NULL,09PR0574_007s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0026,NULL,10CH,(Z006E0058)S2,NULL,09PR0578_011s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0027,NULL,10CH,(Z006E0058)S2,NULL,09PR0578_012s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0028,NULL,10CH,(Z006E0082)S2,NULL,09PR0582_009s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0029,NULL,10CH,(Z006E0082)S2,NULL,09PR0582_010s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0030,NULL,10CH,(Z006E0082)S2,NULL,09PR0582_011s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0031,NULL,10CH,(Z006E0082)S2,NULL,09PR0582_012s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0032,NULL,10CH,(Z006E0085)S2,NULL,09PR0586_001s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0033,NULL,10CH,(Z006E0085)S2,NULL,09PR0586_006s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0034,NULL,10CH,(Z006E0085)S2,NULL,09PR0586_008s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0035,NULL,10CH,(Z006E0085)S2,NULL,09PR0586_010s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0036,NULL,10CH,(Z006E0085)S2,NULL,09PR0589_008s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0037,NULL,10CH,(Z006E0107)S2,NULL,09PR0601_004s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0038,NULL,10CH,(Z006E0107)S2,NULL,09PR0601_005s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0039,NULL,10CH,(Z006E0107)S2,NULL,09PR0601_006s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0040,NULL,10CH,(Z006E0107)S2,NULL,09PR0603_003s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0041,NULL,10CH,(Z006E0107)S2,NULL,09PR0603_004s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0042,NULL,10CH,(Z006E0107)S2,NULL,09PR0603_006s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0043,NULL,10CH,(Z006E0107)S2,NULL,09PR0603_007s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0044,NULL,10CH,(Z006E0195)S2,NULL,09PR0612_001s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0045,NULL,10CH,(Z006E0195)S2,NULL,09PR0612_003s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0046,NULL,10CH,(Z006E0195)S2,NULL,09PR0612_004s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0047,NULL,10CH,(Z006E0197)S2,NULL,09PR0618_002s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0048,NULL,10CH,(Z006E0197)S2,NULL,09PR0618_004s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0049,NULL,10CH,(Z006E0197)S2,NULL,09PR0618_005s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0050,NULL,10CH,(Z006E0197)S2,NULL,09PR0619_001s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0051,NULL,10CH,(Z006E0197)S2,NULL,09PR0619_002s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0052,NULL,10CH,(Z006E0198)S2,NULL,09PR0621_002s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0053,NULL,10CH,(Z006E0198)S2,NULL,09PR0621_004s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0054,NULL,10CH,(Z006E0198)S2,NULL,09PR0621_007s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0055,NULL,10CH,(Z006E0198)S2,NULL,09PR0622_001s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0056,NULL,10CH,(Z006E0198)S2,NULL,09PR0622_010s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0057,NULL,10CH,(Z006E0199)S2,NULL,09PR0628_001s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0058,NULL,10CH,(Z006E0199)S2,NULL,09PR0628_003s,NULL,NULL,NULL,NULL,NULL,20,Santiago HIFs,NULL,seed increase,sib 3,8
10CH0059,NULL,10CH,(09TF1096_002s)S1,NULL,09TF1096_002s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,=,0
10CH0060,NULL,10CH,(09TF1096_010s)S1,NULL,09TF1096_010s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0061,NULL,10CH,(09TF2002_006s)S1,NULL,09TF2002_006s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0062,NULL,10CH,(09TF2009_004s)S1,NULL,09TF2009_004s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0063,NULL,10CH,(09TF2012_010s)S1,NULL,09TF2012_010s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0064,NULL,10CH,(09TF2016_010s)S1,NULL,09TF2016_010s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0065,NULL,10CH,(09TF2017_006s)S1,NULL,09TF2017_006s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0066,NULL,10CH,(09TF2017_011s)S1,NULL,09TF2017_011s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0067,NULL,10CH,(09TF2019_003s)S1,NULL,09TF2019_003s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0068,NULL,10CH,(09TF2028_015s)S1,NULL,09TF2028_015s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0069,NULL,10CH,(09TF2030_008s)S1,NULL,09TF2030_008s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0070,NULL,10CH,(09TF2031_012s)S1,NULL,09TF2031_012s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0071,NULL,10CH,(09TF2034_006s)S1,NULL,09TF2034_006s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0072,NULL,10CH,(09TF2037_013s)S1,NULL,09TF2037_013s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0073,NULL,10CH,(09TF2038_006s)S1,NULL,09TF2038_006s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0074,NULL,10CH,(09TF2038_008s)S1,NULL,09TF2038_008s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0075,NULL,10CH,(09TF2038_011s)S1,NULL,09TF2038_011s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0076,NULL,10CH,(09TF2042_007s)S1,NULL,09TF2042_007s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0077,NULL,10CH,(09TF2042_009s)S1,NULL,09TF2042_009s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0078,NULL,10CH,(09TF2046_004s)S1,NULL,09TF2046_004s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0079,NULL,10CH,(09TF2046_006s)S1,NULL,09TF2046_006s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0080,NULL,10CH,(09TF2047_012s)S1,NULL,09TF2047_012s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0081,NULL,10CH,(09TF2048_011s)S1,NULL,09TF2048_011s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0082,NULL,10CH,(09TF2050_007s)S1,NULL,09TF2050_007s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0083,NULL,10CH,(09TF2050_012s)S1,NULL,09TF2050_012s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0084,NULL,10CH,(09TF2051_002s)S1,NULL,09TF2051_002s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0085,NULL,10CH,(09TF2051_006s)S1,NULL,09TF2051_006s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0086,NULL,10CH,(09TF2055_009s)S1,NULL,09TF2055_009s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0087,NULL,10CH,(09TF2056_007s)S1,NULL,09TF2056_007s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0088,NULL,10CH,(09TF2057_001s)S1,NULL,09TF2057_001s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0089,NULL,10CH,(09TF2057_002s)S1,NULL,09TF2057_002s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0090,NULL,10CH,(09TF2057_014s)S1,NULL,09TF2057_014s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0091,NULL,10CH,(09TF2059_007s)S1,NULL,09TF2059_007s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0092,NULL,10CH,(09TF2060_006s)S1,NULL,09TF2060_006s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0093,NULL,10CH,(09TF2061_007s)S1,NULL,09TF2061_007s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0094,NULL,10CH,(09TF2062_003s)S1,NULL,09TF2062_003s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0095,NULL,10CH,(09TF2064_003s)S1,NULL,09TF2064_003s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0096,NULL,10CH,(09TF2064_007s)S1,NULL,09TF2064_007s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0097,NULL,10CH,(09TF2064_011s)S1,NULL,09TF2064_011s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0098,NULL,10CH,(09TF2064_014s)S1,NULL,09TF2064_014s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0099,NULL,10CH,(09TF2065_001s)S1,NULL,09TF2065_001s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0100,NULL,10CH,(09TF2065_003s)S1,NULL,09TF2065_003s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0101,NULL,10CH,(09TF2065_008s)S1,NULL,09TF2065_008s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0102,NULL,10CH,(09TF2066_004s)S1,NULL,09TF2066_004s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0103,NULL,10CH,(09TF2066_007s)S1,NULL,09TF2066_007s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0104,NULL,10CH,(09TF2066_010s)S1,NULL,09TF2066_010s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0105,NULL,10CH,(09TF2067_003s)S1,NULL,09TF2067_003s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0106,NULL,10CH,(09TF2067_012s)S1,NULL,09TF2067_012s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0107,NULL,10CH,(09TF2067_013s)S1,NULL,09TF2067_013s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0108,NULL,10CH,(09TF2068_013s)S1,NULL,09TF2068_013s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0109,NULL,10CH,(09TF2070_001s)S1,NULL,09TF2070_001s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0110,NULL,10CH,(09TF2070_002s)S1,NULL,09TF2070_002s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0111,NULL,10CH,(09TF2070_005s)S1,NULL,09TF2070_005s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0112,NULL,10CH,(09TF2070_006s)S1,NULL,09TF2070_006s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0113,NULL,10CH,(09TF2071_003s)S1,NULL,09TF2071_003s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0114,NULL,10CH,(09TF2071_014s)S1,NULL,09TF2071_014s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0115,NULL,10CH,(09TF2071_015s)S1,NULL,09TF2071_015s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0116,NULL,10CH,(09TF2072_006s)S1,NULL,09TF2072_006s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0117,NULL,10CH,(09TF2072_009s)S1,NULL,09TF2072_009s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0118,NULL,10CH,(09TF2072_013s)S1,NULL,09TF2072_013s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0119,NULL,10CH,(09TF2074_003s)S1,NULL,09TF2074_003s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0120,NULL,10CH,(09TF2075_008s)S1,NULL,09TF2075_008s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0121,NULL,10CH,(09TF2076_003s)S1,NULL,09TF2076_003s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0122,NULL,10CH,(09TF2076_014s)S1,NULL,09TF2076_014s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0123,NULL,10CH,(09TF2077_004s)S1,NULL,09TF2077_004s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0124,NULL,10CH,(09TF2078_009s)S1,NULL,09TF2078_009s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0125,NULL,10CH,(09TF2078_011s)S1,NULL,09TF2078_011s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0126,NULL,10CH,(09TF2079_008s)S1,NULL,09TF2079_008s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0127,NULL,10CH,(09TF2080_005s)S1,NULL,09TF2080_005s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0128,NULL,10CH,(09TF2080_013s)S1,NULL,09TF2080_013s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0129,NULL,10CH,(09TF2081_008s)S1,NULL,09TF2081_008s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0130,NULL,10CH,(09TF2081_013s)S1,NULL,09TF2081_013s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0131,NULL,10CH,(09TF2082_001s)S1,NULL,09TF2082_001s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0132,NULL,10CH,(09TF2082_004s)S1,NULL,09TF2082_004s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0133,NULL,10CH,(09TF2083_006s)S1,NULL,09TF2083_006s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0134,NULL,10CH,(09TF2083_008s)S1,NULL,09TF2083_008s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0135,NULL,10CH,(09TF2084_004s)S1,NULL,09TF2084_004s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0136,NULL,10CH,(09TF2084_013s)S1,NULL,09TF2084_013s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0137,NULL,10CH,(09TF2084_014s)S1,NULL,09TF2084_014s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0138,NULL,10CH,(09TF2086_013s)S1,NULL,09TF2086_013s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0139,NULL,10CH,(09TF2087_004s)S1,NULL,09TF2087_004s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0140,NULL,10CH,(09TF2087_005s)S1,NULL,09TF2087_005s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0141,NULL,10CH,(09TF2087_006s)S1,NULL,09TF2087_006s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0142,NULL,10CH,(09TF2087_014s)S1,NULL,09TF2087_014s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0143,NULL,10CH,(09TF2087_015s)S1,NULL,09TF2087_015s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0144,NULL,10CH,(09TF2088_005s)S1,NULL,09TF2088_005s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0145,NULL,10CH,(09TF2089_009s)S1,NULL,09TF2089_009s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0146,NULL,10CH,(09TF2090_003s)S1,NULL,09TF2090_003s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0147,NULL,10CH,(09TF2090_008s)S1,NULL,09TF2090_008s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0148,NULL,10CH,(09TF2090_010s)S1,NULL,09TF2090_010s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0149,NULL,10CH,(09TF2090_015s)S1,NULL,09TF2090_015s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0150,NULL,10CH,(09TF2091_001s)S1,NULL,09TF2091_001s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0151,NULL,10CH,(09TF2091_013s)S1,NULL,09TF2091_013s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0152,NULL,10CH,(09TF2093_002s)S1,NULL,09TF2093_002s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0153,NULL,10CH,(09TF2093_012s)S1,NULL,09TF2093_012s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0154,NULL,10CH,(09TF2095_006s)S1,NULL,09TF2095_006s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0155,NULL,10CH,(09TF2096_001s)S1,NULL,09TF2096_001s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
10CH0156,NULL,10CH,(09TF2097_012s)S1,NULL,09TF2097_012s,NULL,NULL,NULL,NULL,NULL,20,1.02 Fine-mapping,NULL,Fix Recombinants,self all,34
