phenotype_id,entity_id,entity_type,entity_name,experiment_id,trait_id,phenotype_value,phenotype_date,plate_id,phenotype_person_id,scoring_order,notes,changed,technical_rep,biological_rep,trait_id_buckler
556409,12MN0035_002,plant,6655-2,12MN,pln.dat,7/6/2012,,,25,,,,,,
556410,12MN0035_003,plant,6655-3,12MN,pln.dat,7/6/2012,,,25,,,,,,
556327,12MN0037_001,plant,6657-1,12MN,pln.dat,7/1/2012,,,25,,,,,,
556329,12MN0037_002,plant,6657-2,12MN,pln.dat,7/1/2012,,,25,,,,,,
556328,12MN0037_004,plant,6657-4,12MN,pln.dat,7/1/2012,,,25,,,,,,
556311,12MN0037_005,plant,6657-5,12MN,pln.dat,6/30/2012,,,25,,,,,,
556292,12MN0040_001,plant,6660-1,12MN,pln.dat,6/28/2012,,,25,,,,,,
556280,12MN0040_002,plant,6660-2,12MN,pln.dat,6/26/2012,,,25,,,,,,
556586,12MN0041_001,plant,6661-1,12MN,pln.dat,7/16/2012,,,25,,,,,,
556580,12MN0041_002,plant,6661-2,12MN,pln.dat,7/14/2012,,,25,,,,,,
556581,12MN0041_003,plant,6661-3,12MN,pln.dat,7/14/2012,,,25,,,,,,
556563,12MN0041_004,plant,6661-4,12MN,pln.dat,7/13/2012,,,25,,,,,,
556564,12MN0041_005,plant,6661-5,12MN,pln.dat,7/13/2012,,,25,,,,,,
556277,12MN0042_001,plant,6662-1,12MN,pln.dat,6/25/2012,,,25,,,,,,
556281,12MN0042_002,plant,6662-2,12MN,pln.dat,6/26/2012,,,25,,,,,,
556286,12MN0042_003,plant,6662-3,12MN,pln.dat,6/27/2012,,,25,,,,,,
556303,12MN0043_001,plant,6663-1,12MN,pln.dat,6/29/2012,,,25,,,,,,
556312,12MN0043_002,plant,6663-2,12MN,pln.dat,6/30/2012,,,25,,,,,,
556357,12MN0044_001,plant,6664-1,12MN,pln.dat,7/2/2012,,,25,,,,,,
556330,12MN0044_002,plant,6664-2,12MN,pln.dat,7/1/2012,,,25,,,,,,
556331,12MN0044_003,plant,6664-3,12MN,pln.dat,7/1/2012,,,25,,,,,,
556332,12MN0044_004,plant,6664-4,12MN,pln.dat,7/1/2012,,,25,,,,,,
556333,12MN0044_005,plant,6664-5,12MN,pln.dat,7/1/2012,,,25,,,,,,
556334,12MN0044_006,plant,6664-6,12MN,pln.dat,7/1/2012,,,25,,,,,,
556358,12MN0044_007,plant,6664-7,12MN,pln.dat,7/2/2012,,,25,,,,,,
556478,12MN0045_002,plant,6665-2,12MN,pln.dat,7/8/2012,,,25,,,,,,
556411,12MN0045_003,plant,6665-3,12MN,pln.dat,7/6/2012,,,25,,,,,,
556438,12MN0045_004,plant,6665-4,12MN,pln.dat,7/7/2012,,,25,,,,,,
556513,12MN0045_005,plant,6665-5,12MN,pln.dat,7/9/2012,,,25,,,,,,
556479,12MN0045_006,plant,6665-6,12MN,pln.dat,7/8/2012,,,25,,,,,,
556359,12MN0046_001,plant,6666-1,12MN,pln.dat,7/2/2012,,,25,,,,,,
556360,12MN0046_002,plant,6666-2,12MN,pln.dat,7/2/2012,,,25,,,,,,
556361,12MN0046_003,plant,6666-3,12MN,pln.dat,7/2/2012,,,25,,,,,,
556293,12MN0046_004,plant,6666-4,12MN,pln.dat,6/28/2012,,,25,,,,,,
556313,12MN0046_005,plant,6666-5,12MN,pln.dat,6/30/2012,,,25,,,,,,
556304,12MN0046_006,plant,6666-6,12MN,pln.dat,6/29/2012,,,25,,,,,,
556362,12MN0047_001,plant,6667-1,12MN,pln.dat,7/2/2012,,,25,,,,,,
556385,12MN0047_002,plant,6667-2,12MN,pln.dat,7/3/2012,,,25,,,,,,
556363,12MN0047_003,plant,6667-3,12MN,pln.dat,7/2/2012,,,25,,,,,,
556335,12MN0047_004,plant,6667-4,12MN,pln.dat,7/1/2012,,,25,,,,,,
556439,12MN0049_001,plant,6669-1,12MN,pln.dat,7/7/2012,,,25,,,,,,
556440,12MN0049_002,plant,6669-2,12MN,pln.dat,7/7/2012,,,25,,,,,,
556441,12MN0049_003,plant,6669-3,12MN,pln.dat,7/7/2012,,,25,,,,,,
556480,12MN0049_004,plant,6669-4,12MN,pln.dat,7/8/2012,,,25,,,,,,
556442,12MN0049_006,plant,6669-6,12MN,pln.dat,7/7/2012,,,25,,,,,,
556443,12MN0050_001,plant,6670-1,12MN,pln.dat,7/7/2012,,,25,,,,,,
556565,12MN0050_003,plant,6670-3,12MN,pln.dat,7/13/2012,,,25,,,,,,
556444,12MN0050_005,plant,6670-5,12MN,pln.dat,7/7/2012,,,25,,,,,,
556445,12MN0050_006,plant,6670-6,12MN,pln.dat,7/7/2012,,,25,,,,,,
556446,12MN0050_007,plant,6670-7,12MN,pln.dat,7/7/2012,,,25,,,,,,
556447,12MN0050_008,plant,6670-8,12MN,pln.dat,7/7/2012,,,25,,,,,,
556448,12MN0052_001,plant,6672-1,12MN,pln.dat,7/7/2012,,,25,,,,,,
556539,12MN0052_002,plant,6672-2,12MN,pln.dat,7/10/2012,,,25,,,,,,
556481,12MN0052_003,plant,6672-3,12MN,pln.dat,7/8/2012,,,25,,,,,,
556514,12MN0052_004,plant,6672-4,12MN,pln.dat,7/9/2012,,,25,,,,,,
556336,12MN0055_001,plant,6675-1,12MN,pln.dat,7/1/2012,,,25,,,,,,
556337,12MN0055_002,plant,6675-2,12MN,pln.dat,7/1/2012,,,25,,,,,,
556338,12MN0055_003,plant,6675-3,12MN,pln.dat,7/1/2012,,,25,,,,,,
556449,12MN0056_001,plant,6676-1,12MN,pln.dat,7/7/2012,,,25,,,,,,
556450,12MN0056_002,plant,6676-2,12MN,pln.dat,7/7/2012,,,25,,,,,,
556451,12MN0056_003,plant,6676-3,12MN,pln.dat,7/7/2012,,,25,,,,,,
556452,12MN0056_004,plant,6676-4,12MN,pln.dat,7/7/2012,,,25,,,,,,
556412,12MN0056_005,plant,6676-5,12MN,pln.dat,7/6/2012,,,25,,,,,,
556453,12MN0056_006,plant,6676-6,12MN,pln.dat,7/7/2012,,,25,,,,,,
556515,12MN0056_007,plant,6676-7,12MN,pln.dat,7/9/2012,,,25,,,,,,
556549,12MN0057_001,plant,6677-1,12MN,pln.dat,7/11/2012,,,25,,,,,,
556482,12MN0057_002,plant,6677-2,12MN,pln.dat,7/8/2012,,,25,,,,,,
556483,12MN0057_003,plant,6677-3,12MN,pln.dat,7/8/2012,,,25,,,,,,
556484,12MN0057_004,plant,6677-4,12MN,pln.dat,7/8/2012,,,25,,,,,,
556396,12MN0057_005,plant,6677-5,12MN,pln.dat,7/4/2012,,,25,,,,,,
556516,12MN0057_006,plant,6677-6,12MN,pln.dat,7/9/2012,,,25,,,,,,
556485,12MN0057_007,plant,6677-7,12MN,pln.dat,7/8/2012,,,25,,,,,,
556486,12MN0059_002,plant,6679-2,12MN,pln.dat,7/8/2012,,,25,,,,,,
556487,12MN0059_003,plant,6679-3,12MN,pln.dat,7/8/2012,,,25,,,,,,
556540,12MN0059_004,plant,6679-4,12MN,pln.dat,7/10/2012,,,25,,,,,,
556488,12MN0059_005,plant,6679-5,12MN,pln.dat,7/8/2012,,,25,,,,,,
556541,12MN0059_006,plant,6679-6,12MN,pln.dat,7/10/2012,,,25,,,,,,
556550,12MN0060_001,plant,6680-1,12MN,pln.dat,7/11/2012,,,25,,,,,,
556582,12MN0060_003,plant,6680-3,12MN,pln.dat,7/14/2012,,,25,,,,,,
556566,12MN0060_004,plant,6680-4,12MN,pln.dat,7/13/2012,,,25,,,,,,
556517,12MN0060_005,plant,6680-5,12MN,pln.dat,7/9/2012,,,25,,,,,,
556518,12MN0060_006,plant,6680-6,12MN,pln.dat,7/9/2012,,,25,,,,,,
556594,12MN0060_007,plant,6680-7,12MN,pln.dat,7/18/2012,,,25,,,,,,
556454,12MN0061_001,plant,6681-1,12MN,pln.dat,7/7/2012,,,25,,,,,,
556413,12MN0061_002,plant,6681-2,12MN,pln.dat,7/6/2012,,,25,,,,,,
556414,12MN0061_003,plant,6681-3,12MN,pln.dat,7/6/2012,,,25,,,,,,
556415,12MN0061_004,plant,6681-4,12MN,pln.dat,7/6/2012,,,25,,,,,,
556455,12MN0061_005,plant,6681-5,12MN,pln.dat,7/7/2012,,,25,,,,,,
556519,12MN0061_006,plant,6681-6,12MN,pln.dat,7/9/2012,,,25,,,,,,
556416,12MN0061_007,plant,6681-7,12MN,pln.dat,7/6/2012,,,25,,,,,,
556489,12MN0061_008,plant,6681-8,12MN,pln.dat,7/8/2012,,,25,,,,,,
556490,12MN0061_009,plant,6681-9,12MN,pln.dat,7/8/2012,,,25,,,,,,
556609,12MN0062_001,plant,6682-1,12MN,pln.dat,7/23/2012,,,25,,,,,,
556595,12MN0062_002,plant,6682-2,12MN,pln.dat,7/18/2012,,,25,,,,,,
556596,12MN0062_003,plant,6682-3,12MN,pln.dat,7/18/2012,,,25,,,,,,
556600,12MN0062_005,plant,6682-5,12MN,pln.dat,7/19/2012,,,25,,,,,,
556605,12MN0062_006,plant,6682-6,12MN,pln.dat,7/20/2012,,,25,,,,,,
556567,12MN0063_002,plant,6683-2,12MN,pln.dat,7/13/2012,,,25,,,,,,
556386,12MN0064_001,plant,6685-1,12MN,pln.dat,7/3/2012,,,25,,,,,,
556456,12MN0064_002,plant,6685-2,12MN,pln.dat,7/7/2012,,,25,,,,,,
556551,12MN0064_003,plant,6685-3,12MN,pln.dat,7/11/2012,,,25,,,,,,
556491,12MN0064_004,plant,6685-4,12MN,pln.dat,7/8/2012,,,25,,,,,,
556568,12MN0065_001,plant,6686-1,12MN,pln.dat,7/13/2012,,,25,,,,,,
556457,12MN0065_002,plant,6686-2,12MN,pln.dat,7/7/2012,,,25,,,,,,
556365,12MN0066_001,plant,6687-1,12MN,pln.dat,7/2/2012,,,25,,,,,,
556339,12MN0066_002,plant,6687-2,12MN,pln.dat,7/1/2012,,,25,,,,,,
556340,12MN0066_003,plant,6687-3,12MN,pln.dat,7/1/2012,,,25,,,,,,
556387,12MN0066_004,plant,6687-4,12MN,pln.dat,7/3/2012,,,25,,,,,,
556294,12MN0066_005,plant,6687-5,12MN,pln.dat,6/28/2012,,,25,,,,,,
556364,12MN0066_006,plant,6687-6,12MN,pln.dat,7/2/2012,,,25,,,,,,
556552,12MN0067_001,plant,6688-1,12MN,pln.dat,7/11/2012,,,25,,,,,,
556569,12MN0067_004,plant,6688-4,12MN,pln.dat,7/13/2012,,,25,,,,,,
556553,12MN0068_001,plant,6689-1,12MN,pln.dat,7/11/2012,,,25,,,,,,
556366,12MN0069_001,plant,6690-1,12MN,pln.dat,7/2/2012,,,25,,,,,,
556367,12MN0069_002,plant,6690-2,12MN,pln.dat,7/2/2012,,,25,,,,,,
556368,12MN0069_003,plant,6690-3,12MN,pln.dat,7/2/2012,,,25,,,,,,
556369,12MN0069_004,plant,6690-4,12MN,pln.dat,7/2/2012,,,25,,,,,,
556520,12MN0070_001,plant,6691-1,12MN,pln.dat,7/9/2012,,,25,,,,,,
556458,12MN0070_003,plant,6691-3,12MN,pln.dat,7/7/2012,,,25,,,,,,
556570,12MN0071_001,plant,6692-1,12MN,pln.dat,7/13/2012,,,25,,,,,,
556587,12MN0072_001,plant,6693-1,12MN,pln.dat,7/16/2012,,,25,,,,,,
556597,12MN0072_002,plant,6693-2,12MN,pln.dat,7/18/2012,,,25,,,,,,
556388,12MN0073_002,plant,6694-2,12MN,pln.dat,7/3/2012,,,25,,,,,,
556370,12MN0073_003,plant,6694-3,12MN,pln.dat,7/2/2012,,,25,,,,,,
556371,12MN0073_004,plant,6694-4,12MN,pln.dat,7/2/2012,,,25,,,,,,
556372,12MN0074_002,plant,6695-2,12MN,pln.dat,7/2/2012,,,25,,,,,,
556373,12MN0074_003,plant,6695-3,12MN,pln.dat,7/2/2012,,,25,,,,,,
556590,12MN0074_004,plant,6695-4,12MN,pln.dat,7/17/2012,,,25,,,,,,
556295,12MN0074_005,plant,6695-5,12MN,pln.dat,6/28/2012,,,25,,,,,,
556374,12MN0074_006,plant,6695-6,12MN,pln.dat,7/2/2012,,,25,,,,,,
556610,12MN0075_001,plant,6696-1,12MN,pln.dat,7/23/2012,,,25,,,,,,
556601,12MN0075_003,plant,6696-3,12MN,pln.dat,7/19/2012,,,25,,,,,,
556602,12MN0075_006,plant,6696-6,12MN,pln.dat,7/19/2012,,,25,,,,,,
556611,12MN0075_007,plant,6696-7,12MN,pln.dat,7/23/2012,,,25,,,,,,
556617,12MN0075_008,plant,6696-8,12MN,pln.dat,7/26/2012,,,25,,,,,,
556612,12MN0075_009,plant,6696-9,12MN,pln.dat,7/23/2012,,,25,,,,,,
556375,12MN0076_001,plant,6697-1,12MN,pln.dat,7/2/2012,,,25,,,,,,
556542,12MN0080_001,plant,6701-1,12MN,pln.dat,7/10/2012,,,25,,,,,,
556492,12MN0080_002,plant,6701-2,12MN,pln.dat,7/8/2012,,,25,,,,,,
556493,12MN0080_003,plant,6701-3,12MN,pln.dat,7/8/2012,,,25,,,,,,
556459,12MN0080_004,plant,6701-4,12MN,pln.dat,7/7/2012,,,25,,,,,,
556494,12MN0080_005,plant,6701-5,12MN,pln.dat,7/8/2012,,,25,,,,,,
556287,12MN0081_001,plant,6702-1,12MN,pln.dat,6/27/2012,,,25,,,,,,
556305,12MN0081_002,plant,6702-2,12MN,pln.dat,6/29/2012,,,25,,,,,,
556288,12MN0081_003,plant,6702-3,12MN,pln.dat,6/27/2012,,,25,,,,,,
556282,12MN0081_004,plant,6702-4,12MN,pln.dat,6/26/2012,,,25,,,,,,
556341,12MN0081_005,plant,6702-5,12MN,pln.dat,7/1/2012,,,25,,,,,,
556289,12MN0081_006,plant,6702-6,12MN,pln.dat,6/27/2012,,,25,,,,,,
556460,12MN0082_001,plant,6703-1,12MN,pln.dat,7/7/2012,,,25,,,,,,
556461,12MN0082_002,plant,6703-2,12MN,pln.dat,7/7/2012,,,25,,,,,,
556462,12MN0082_003,plant,6703-3,12MN,pln.dat,7/7/2012,,,25,,,,,,
556521,12MN0083_001,plant,6704-1,12MN,pln.dat,7/9/2012,,,25,,,,,,
556522,12MN0083_002,plant,6704-2,12MN,pln.dat,7/9/2012,,,25,,,,,,
556342,12MN0084_001,plant,6705-1,12MN,pln.dat,7/1/2012,,,25,,,,,,
556376,12MN0084_002,plant,6705-2,12MN,pln.dat,7/2/2012,,,25,,,,,,
556343,12MN0084_003,plant,6705-3,12MN,pln.dat,7/1/2012,,,25,,,,,,
556314,12MN0084_004,plant,6705-4,12MN,pln.dat,6/30/2012,,,25,,,,,,
556306,12MN0085_001,plant,6706-1,12MN,pln.dat,6/29/2012,,,25,,,,,,
556344,12MN0085_002,plant,6706-2,12MN,pln.dat,7/1/2012,,,25,,,,,,
556389,12MN0086_001,plant,6707-1,12MN,pln.dat,7/3/2012,,,25,,,,,,
556397,12MN0086_002,plant,6707-2,12MN,pln.dat,7/4/2012,,,25,,,,,,
556398,12MN0086_003,plant,6707-3,12MN,pln.dat,7/4/2012,,,25,,,,,,
556345,12MN0086_004,plant,6707-4,12MN,pln.dat,7/1/2012,,,25,,,,,,
556346,12MN0086_005,plant,6707-5,12MN,pln.dat,7/1/2012,,,25,,,,,,
556571,12MN0087_001,plant,6708-1,12MN,pln.dat,7/13/2012,,,25,,,,,,
556543,12MN0087_002,plant,6708-2,12MN,pln.dat,7/10/2012,,,25,,,,,,
556463,12MN0087_003,plant,6708-3,12MN,pln.dat,7/7/2012,,,25,,,,,,
556399,12MN0087_004,plant,6708-4,12MN,pln.dat,7/4/2012,,,25,,,,,,
556621,12MN0088_001,plant,6709-1,12MN,pln.dat,8/2/2012,,,25,,,,,,
556622,12MN0088_002,plant,6709-2,12MN,pln.dat,8/2/2012,,,25,,,,,,
556307,12MN0089_001,plant,6710-1,12MN,pln.dat,6/29/2012,,,25,,,,,,
556296,12MN0089_002,plant,6710-2,12MN,pln.dat,6/28/2012,,,25,,,,,,
556297,12MN0089_003,plant,6710-3,12MN,pln.dat,6/28/2012,,,25,,,,,,
556308,12MN0089_004,plant,6710-4,12MN,pln.dat,6/29/2012,,,25,,,,,,
556347,12MN0089_005,plant,6710-5,12MN,pln.dat,7/1/2012,,,25,,,,,,
556315,12MN0089_006,plant,6710-6,12MN,pln.dat,6/30/2012,,,25,,,,,,
556544,12MN0090_001,plant,6711-1,12MN,pln.dat,7/10/2012,,,25,,,,,,
556495,12MN0090_002,plant,6711-2,12MN,pln.dat,7/8/2012,,,25,,,,,,
556496,12MN0090_004,plant,6711-4,12MN,pln.dat,7/8/2012,,,25,,,,,,
556497,12MN0090_005,plant,6711-5,12MN,pln.dat,7/8/2012,,,25,,,,,,
556498,12MN0090_006,plant,6711-6,12MN,pln.dat,7/8/2012,,,25,,,,,,
556583,12MN0091_001,plant,6712-1,12MN,pln.dat,7/15/2012,,,25,,,,,,
556572,12MN0091_002,plant,6712-2,12MN,pln.dat,7/13/2012,,,25,,,,,,
556573,12MN0091_004,plant,6712-4,12MN,pln.dat,7/13/2012,,,25,,,,,,
556574,12MN0091_006,plant,6712-6,12MN,pln.dat,7/13/2012,,,25,,,,,,
556417,12MN0093_001,plant,6714-1,12MN,pln.dat,7/6/2012,,,25,,,,,,
556390,12MN0093_002,plant,6714-2,12MN,pln.dat,7/3/2012,,,25,,,,,,
556464,12MN0093_003,plant,6714-3,12MN,pln.dat,7/7/2012,,,25,,,,,,
556418,12MN0093_004,plant,6714-4,12MN,pln.dat,7/6/2012,,,25,,,,,,
556545,12MN0094_001,plant,6715-1,12MN,pln.dat,7/10/2012,,,25,,,,,,
556465,12MN0094_002,plant,6715-2,12MN,pln.dat,7/7/2012,,,25,,,,,,
556419,12MN0094_003,plant,6715-3,12MN,pln.dat,7/6/2012,,,25,,,,,,
556546,12MN0094_005,plant,6715-5,12MN,pln.dat,7/10/2012,,,25,,,,,,
556499,12MN0094_006,plant,6715-6,12MN,pln.dat,7/8/2012,,,25,,,,,,
556405,12MN0094_007,plant,6715-7,12MN,pln.dat,7/5/2012,,,25,,,,,,
556420,12MN0096_001,plant,6717-1,12MN,pln.dat,7/6/2012,,,25,,,,,,
556466,12MN0096_002,plant,6717-2,12MN,pln.dat,7/7/2012,,,25,,,,,,
556406,12MN0096_003,plant,6717-3,12MN,pln.dat,7/5/2012,,,25,,,,,,
556616,12MN0098_001,plant,6719-1,12MN,pln.dat,7/24/2012,,,25,,,,,,
